id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,indicateur_annulation,nombre_commandes_par_client,valeur_vie_client
CMD100135,2025-07-09,C0361,Kinshasa,Mode,Produit_Mode_5,36.08,1,0.05,6.0,Paiement à la livraison,Email,0.75,Livrée,34.28,15.43,8.68,2025-07,0,0,11,3186.22
CMD100136,2025-12-23,C0135,Brazzaville,Beauté,Produit_Beauté_28,25.72,3,0.06,2.15,Mobile Money,Email,1.72,Livrée,72.53,32.64,28.77,2025-12,0,0,22,4169.52
CMD100137,2025-07-30,C0331,Kinshasa,Électronique,Produit_Électronique_10,258.23,3,0.29,3.56,Virement,Instagram Ads,11.55,Retournée,550.03,247.51,232.4,2025-07,1,0,16,2685.38
CMD100138,2025-07-19,C0157,Dakar,Électronique,Produit_Électronique_29,645.9,1,0.05,5.31,Virement,Google Ads,6.58,Livrée,613.6,276.12,264.23,2025-07,0,0,27,11783.36
CMD100139,2025-08-01,C0155,Kinshasa,Électronique,Produit_Électronique_33,433.37,3,0.08,9.34,Virement,Influenceur,6.96,Livrée,1196.1,538.24,521.94,2025-08,0,0,18,4434.58
CMD100140,2025-11-16,C0041,Kinshasa,Mode,Produit_Mode_48,41.52,1,0.29,3.7,Paiement à la livraison,Google Ads,7.42,Livrée,29.48,13.27,2.15,2025-11,0,0,18,4298.59
CMD100141,2025-09-21,C0052,Abidjan,Mode,Produit_Mode_49,57.28,1,0.24,8.81,Carte,Influenceur,15.71,Livrée,43.53,19.59,-4.93,2025-09,0,0,19,3073.4
CMD100142,2025-12-20,C1180,Lomé,Beauté,Produit_Beauté_31,20.46,3,0.02,2.19,Mobile Money,Email,1.79,Livrée,60.15,27.07,23.09,2025-12,0,0,2,735.33
CMD100143,2025-11-10,C1876,Dakar,Beauté,Produit_Beauté_41,28.46,3,0.15,7.56,Paiement à la livraison,Instagram Ads,10.94,Livrée,72.57,32.66,14.16,2025-11,0,0,2,217.09
CMD100144,2025-11-03,C0962,Abidjan,Mode,Produit_Mode_21,54.65,3,0.25,4.12,Virement,Instagram Ads,11.03,Livrée,122.96,55.33,40.18,2025-11,0,0,2,695.27
CMD100145,2025-12-19,C0082,Douala,Beauté,Produit_Beauté_43,33.83,1,0.1,8.4,Virement,Instagram Ads,8.55,Livrée,30.45,13.7,-3.25,2025-12,0,0,24,7497.32
CMD100146,2025-10-11,C1126,Douala,Électronique,Produit_Électronique_21,439.71,2,0.16,9.96,Carte,Instagram Ads,6.9,Annulée,738.71,332.42,315.56,2025-10,0,1,2,164.78
CMD100147,2025-09-03,C0395,Abidjan,Mode,Produit_Mode_43,52.5,2,0.29,2.77,Carte,Email,1.54,Livrée,74.55,33.55,29.24,2025-09,0,0,15,3389.39
CMD100148,2025-11-16,C0027,Kinshasa,Mode,Produit_Mode_40,59.71,3,0.1,6.32,Virement,Influenceur,18.83,Livrée,161.22,72.55,47.4,2025-11,0,0,22,6693.34
CMD100149,2025-11-05,C1556,Douala,Maison,Produit_Maison_36,71.42,2,0.25,2.5,Virement,Instagram Ads,13.65,Annulée,107.13,48.21,32.06,2025-11,0,1,2,226.43
CMD100150,2025-08-03,C0897,Kinshasa,Électronique,Produit_Électronique_8,261.19,2,0.1,6.13,Paiement à la livraison,Influenceur,13.61,Livrée,470.14,211.56,191.82,2025-08,0,0,3,524.53
CMD100151,2025-07-08,C1246,Douala,Maison,Produit_Maison_36,58.49,2,0.04,7.39,Virement,Email,1.1,Livrée,112.3,50.54,42.05,2025-07,0,0,2,167.14
CMD100152,2025-07-04,C0047,Dakar,Mode,Produit_Mode_30,34.58,2,0.15,7.13,Carte,Instagram Ads,6.74,Livrée,58.79,26.46,12.59,2025-07,0,0,17,4423.06
CMD100153,2025-07-31,C0315,Kinshasa,Beauté,Produit_Beauté_33,21.4,2,0.2,9.62,Virement,Instagram Ads,6.39,Livrée,34.24,15.41,-0.6,2025-07,0,0,24,8017.32
CMD100154,2025-12-28,C0247,Kinshasa,Maison,Produit_Maison_30,117.58,1,0.07,9.01,Mobile Money,Instagram Ads,12.77,Livrée,109.35,49.21,27.43,2025-12,0,0,12,2739.18
CMD100155,2025-11-19,C0097,Cotonou,Mode,Produit_Mode_5,41.35,1,0.2,3.69,Mobile Money,Instagram Ads,8.65,Livrée,33.08,14.89,2.55,2025-11,0,0,16,3939.09
CMD100156,2025-09-09,C1749,Kinshasa,Mode,Produit_Mode_1,17.56,3,0.09,2.5,Virement,Instagram Ads,6.21,Livrée,47.94,21.57,12.86,2025-09,0,0,2,259.93
CMD100157,2025-09-11,C1715,Brazzaville,Mode,Produit_Mode_10,53.23,1,0.11,8.34,Paiement à la livraison,Instagram Ads,6.74,Livrée,47.37,21.32,6.24,2025-09,0,0,3,188.35
CMD100158,2025-10-23,C0176,Dakar,Mode,Produit_Mode_30,45.71,2,0.23,2.15,Paiement à la livraison,Google Ads,5.08,Livrée,70.39,31.68,24.45,2025-10,0,0,22,4778.52
CMD100159,2025-09-21,C1428,Lomé,Électronique,Produit_Électronique_15,139.14,2,0.2,2.52,Paiement à la livraison,Instagram Ads,8.24,Livrée,222.62,100.18,89.42,2025-09,0,0,5,1592.29
CMD100160,2025-10-14,C0381,Kinshasa,Électronique,Produit_Électronique_25,497.93,1,0.01,5.81,Paiement à la livraison,Google Ads,4.62,Livrée,492.95,221.83,211.4,2025-10,0,0,11,1612.42
CMD100161,2025-12-17,C1335,Abidjan,Mode,Produit_Mode_3,20.38,2,0.29,8.47,Paiement à la livraison,Instagram Ads,6.33,Livrée,28.94,13.02,-1.78,2025-12,0,0,4,546.99
CMD100162,2025-08-02,C0302,Abidjan,Électronique,Produit_Électronique_29,389.48,1,0.05,5.6,Carte,Google Ads,4.13,Livrée,370.01,166.5,156.77,2025-08,0,0,19,3488.19
CMD100163,2025-07-26,C0233,Kinshasa,Électronique,Produit_Maison_27,126.11,1,0.0,2.84,Mobile Money,Email,1.62,Retournée,126.11,56.75,52.29,2025-07,1,0,13,2850.82
CMD100164,2025-12-15,C0153,Douala,Électronique,Produit_Électronique_40,307.71,3,0.09,8.64,Virement,Influenceur,12.79,Livrée,840.05,378.02,356.59,2025-12,0,0,18,2399.27
CMD100165,2025-12-25,C0041,Abidjan,Électronique,Produit_Électronique_21,127.37,3,0.29,3.65,Paiement à la livraison,Instagram Ads,7.95,Livrée,271.3,122.08,110.48,2025-12,0,0,18,4298.59
CMD100166,2025-12-08,C1555,Kinshasa,Électronique,Produit_Électronique_40,477.0,2,0.09,5.89,Carte,Email,0.69,Livrée,868.14,390.66,384.08,2025-12,0,0,5,1093.09
CMD100167,2025-07-18,C0350,Douala,Maison,Produit_Maison_28,168.99,2,0.13,5.52,Carte,Instagram Ads,14.28,Livrée,294.04,132.32,112.52,2025-07,0,0,18,5809.3
CMD100168,2025-07-26,C1441,Libreville,Mode,Produit_Mode_11,32.74,3,0.21,9.35,Paiement à la livraison,Influenceur,17.54,Livrée,77.59,34.92,8.03,2025-07,0,0,3,440.52
CMD100169,2025-12-25,C0014,Lomé,Mode,Produit_Mode_19,35.03,1,0.24,8.03,Carte,Influenceur,9.12,Retournée,26.62,11.98,-5.17,2025-12,1,0,14,3486.46
CMD100170,2025-09-30,C0074,Douala,Électronique,Produit_Électronique_11,335.18,1,0.08,6.34,Mobile Money,Google Ads,7.2,Livrée,308.37,138.77,125.23,2025-09,0,0,12,3523.6
CMD100171,2025-08-14,C0195,Douala,Mode,Produit_Mode_15,44.71,3,0.09,3.29,Mobile Money,Instagram Ads,5.94,Livrée,122.06,54.93,45.7,2025-08,0,0,19,4920.7
CMD100172,2025-10-27,C0941,Lomé,Mode,Produit_Mode_30,48.09,3,0.25,3.5,Carte,Email,1.33,Livrée,108.2,48.69,43.86,2025-10,0,0,3,561.19
CMD100173,2025-09-12,C0323,Lomé,Mode,Produit_Mode_38,45.12,2,0.26,7.43,Virement,Google Ads,6.75,Livrée,66.78,30.05,15.87,2025-09,0,0,16,4402.48
CMD100174,2025-09-15,C0868,Cotonou,Beauté,Produit_Beauté_20,26.85,2,0.16,5.3,Paiement à la livraison,Instagram Ads,12.22,Livrée,45.11,20.3,2.78,2025-09,0,0,3,539.68
CMD100175,2025-08-20,C1747,Kinshasa,Beauté,Produit_Beauté_25,26.54,2,0.1,7.79,Mobile Money,Instagram Ads,8.88,Livrée,47.77,21.5,4.83,2025-08,0,0,3,482.76
CMD100176,2025-11-24,C0151,Kinshasa,Électronique,Produit_Électronique_2,370.7,2,0.06,7.56,Virement,Email,0.98,Livrée,696.92,313.61,305.07,2025-11,0,0,18,4885.11
CMD100177,2025-12-16,C0004,Brazzaville,Maison,Produit_Maison_39,119.78,1,0.05,2.71,Carte,Google Ads,4.64,Livrée,113.79,51.21,43.86,2025-12,0,0,21,6434.3
CMD100178,2025-11-05,C1849,Douala,Électronique,Produit_Électronique_15,422.78,1,0.05,7.92,Virement,Google Ads,7.96,Livrée,401.64,180.74,164.86,2025-11,0,0,2,522.83
CMD100179,2025-12-10,C0128,Kinshasa,Maison,Produit_Maison_41,143.07,1,0.02,9.44,Mobile Money,Influenceur,15.16,Livrée,140.21,63.09,38.49,2025-12,0,0,16,3832.75
CMD100180,2025-07-25,C1323,Kinshasa,Beauté,Produit_Beauté_3,21.71,1,0.02,2.64,Paiement à la livraison,Google Ads,5.41,Livrée,21.28,9.58,1.53,2025-07,0,0,4,1849.45
CMD100181,2025-11-26,C0067,Douala,Maison,Produit_Maison_21,141.15,1,0.0,9.38,Virement,Google Ads,3.66,Annulée,141.15,63.52,50.48,2025-11,0,1,20,8476.42
CMD100182,2025-10-15,C0067,Kinshasa,Mode,Produit_Mode_34,53.29,2,0.1,2.27,Virement,Instagram Ads,9.5,Livrée,95.92,43.16,31.39,2025-10,0,0,20,8476.42
CMD100183,2025-11-06,C1700,Libreville,Électronique,Produit_Électronique_19,316.88,1,0.13,6.39,Paiement à la livraison,Instagram Ads,12.72,Livrée,275.69,124.06,104.95,2025-11,0,0,2,376.26
CMD100184,2025-09-25,C0959,Cotonou,Électronique,Produit_Électronique_49,539.17,2,0.1,5.71,Mobile Money,Google Ads,3.99,Livrée,970.51,436.73,427.03,2025-09,0,0,4,2109.81
CMD100185,2025-08-27,C1483,Dakar,Maison,Produit_Maison_36,104.92,2,0.06,6.36,Paiement à la livraison,Instagram Ads,12.2,Livrée,197.25,88.76,70.2,2025-08,0,0,2,568.07
CMD100186,2025-10-02,C0202,Kinshasa,Maison,Produit_Maison_30,160.48,3,0.05,9.57,Carte,Google Ads,5.42,Retournée,457.37,205.82,190.83,2025-10,1,0,16,4053.77
CMD100187,2025-10-03,C1376,Dakar,Beauté,Produit_Beauté_41,6.73,2,0.05,4.85,Paiement à la livraison,Influenceur,5.79,Livrée,12.79,5.76,-4.88,2025-10,0,0,3,319.62
CMD100188,2025-10-04,C0119,Lomé,Maison,Produit_Maison_40,34.67,1,0.13,9.04,Virement,Instagram Ads,12.57,Livrée,30.16,13.57,-8.04,2025-10,0,0,23,6511.17
CMD100189,2025-08-26,C1301,Kinshasa,Maison,Produit_Maison_42,118.54,1,0.08,4.26,Virement,Email,1.33,Livrée,109.06,49.08,43.49,2025-08,0,0,1,109.06
CMD100190,2025-10-13,C0023,Lomé,Mode,Produit_Mode_32,27.95,3,0.24,8.34,Virement,Instagram Ads,14.64,Livrée,63.73,28.68,5.7,2025-10,0,0,13,1633.37
CMD100191,2025-07-30,C0275,Dakar,Mode,Produit_Mode_24,8.05,3,0.1,3.33,Paiement à la livraison,Google Ads,5.24,Livrée,21.74,9.78,1.21,2025-07,0,0,15,4010.28
CMD100192,2025-12-19,C1426,Abidjan,Beauté,Produit_Beauté_38,45.35,3,0.27,2.67,Paiement à la livraison,Instagram Ads,11.54,Livrée,99.32,44.69,30.48,2025-12,0,0,4,258.06
CMD100193,2025-08-09,C1341,Lomé,Électronique,Produit_Maison_40,127.31,2,0.3,9.98,Paiement à la livraison,Instagram Ads,9.85,Livrée,178.23,80.2,60.37,2025-08,0,0,2,226.69
CMD100194,2025-10-13,C0572,Dakar,Maison,Produit_Maison_14,135.6,3,0.07,8.87,Virement,Email,0.62,Retournée,378.32,170.24,160.75,2025-10,1,0,3,458.47
CMD100195,2025-10-22,C0120,Douala,Beauté,Produit_Beauté_35,18.82,3,0.1,8.55,Virement,Google Ads,4.57,Livrée,50.81,22.86,9.74,2025-10,0,0,29,9542.19
CMD100196,2025-12-13,C0203,Douala,Électronique,Produit_Maison_6,101.72,2,0.11,7.21,Paiement à la livraison,Instagram Ads,6.42,Livrée,181.06,81.48,67.85,2025-12,0,0,25,4286.51
CMD100197,2025-12-17,C0327,Abidjan,Beauté,Produit_Beauté_4,22.58,1,0.08,4.52,Carte,Google Ads,6.7,Livrée,20.77,9.35,-1.87,2025-12,0,0,16,5777.57
CMD100198,2025-09-24,C0064,Dakar,Électronique,Produit_Électronique_5,456.35,1,0.03,3.7,Mobile Money,Google Ads,5.56,Livrée,442.66,199.2,189.94,2025-09,0,0,12,3836.24
CMD100199,2025-11-19,C0110,Abidjan,Électronique,Produit_Électronique_22,417.91,2,0.09,7.21,Mobile Money,Google Ads,3.3,Livrée,760.6,342.27,331.76,2025-11,0,0,14,4151.62
CMD100200,2025-08-07,C1220,Kinshasa,Maison,Produit_Maison_9,104.83,2,0.09,5.38,Mobile Money,Email,1.07,Retournée,190.79,85.86,79.41,2025-08,1,0,7,733.25
CMD100201,2025-11-16,C0089,Dakar,Électronique,Produit_Électronique_9,389.95,2,0.1,8.72,Carte,Influenceur,15.19,Retournée,701.91,315.86,291.95,2025-11,1,0,23,5461.42
CMD100202,2025-07-04,C0121,Dakar,Maison,Produit_Maison_12,201.67,1,0.27,3.94,Carte,Instagram Ads,6.13,Livrée,147.22,66.25,56.18,2025-07,0,0,17,5432.99
CMD100203,2025-09-06,C0379,Douala,Électronique,Produit_Électronique_31,423.62,1,0.01,9.02,Carte,Google Ads,5.99,Retournée,419.38,188.72,173.71,2025-09,1,0,26,9144.9
CMD100204,2025-10-23,C1051,Abidjan,Maison,Produit_Maison_33,142.37,2,0.0,2.51,Paiement à la livraison,Google Ads,7.28,Livrée,284.74,128.13,118.34,2025-10,0,0,2,321.26
CMD100205,2025-08-26,C0088,Douala,Électronique,Produit_Beauté_30,43.02,1,0.05,2.2,Virement,Google Ads,3.32,Livrée,40.87,18.39,12.87,2025-08,0,0,15,4497.75
CMD100206,2025-12-12,C0124,Kinshasa,Beauté,Produit_Beauté_28,24.39,3,0.09,7.62,Paiement à la livraison,Google Ads,6.16,Livrée,66.58,29.96,16.18,2025-12,0,0,18,5346.78
CMD100207,2025-12-23,C0364,Douala,Électronique,Produit_Électronique_21,505.06,2,0.1,4.15,Carte,Google Ads,5.36,Retournée,909.11,409.1,399.59,2025-12,1,0,22,9396.79
CMD100208,2025-12-03,C0064,Cotonou,Mode,Produit_Mode_25,52.1,3,0.29,4.25,Virement,Instagram Ads,8.31,Livrée,110.97,49.94,37.38,2025-12,0,0,12,3836.24
CMD100209,2025-11-30,C0232,Douala,Électronique,Produit_Électronique_42,396.65,2,0.0,5.51,Carte,Influenceur,11.41,Livrée,793.3,356.98,340.06,2025-11,0,0,20,4809.93
CMD100210,2025-12-14,C1129,Abidjan,Électronique,Produit_Électronique_28,330.31,1,0.14,9.94,Mobile Money,Instagram Ads,10.07,Livrée,284.07,127.83,107.82,2025-12,0,0,4,958.3
CMD100211,2025-10-24,C0847,Abidjan,Électronique,Produit_Électronique_26,502.45,1,0.23,4.37,Paiement à la livraison,Instagram Ads,13.82,Livrée,386.89,174.1,155.91,2025-10,0,0,1,386.89
CMD100212,2025-10-15,C0640,Brazzaville,Beauté,Produit_Beauté_24,30.5,2,0.11,5.07,Virement,Instagram Ads,5.6,Livrée,54.29,24.43,13.76,2025-10,0,0,4,222.23
CMD100213,2025-08-09,C0971,Abidjan,Mode,Produit_Mode_6,46.29,3,0.19,5.3,Carte,Email,1.11,Retournée,112.48,50.62,44.21,2025-08,1,0,5,550.08
CMD100214,2025-10-19,C0378,Dakar,Mode,Produit_Mode_36,43.49,2,0.28,9.22,Mobile Money,Google Ads,6.62,Livrée,62.63,28.18,12.34,2025-10,0,0,22,5379.61
CMD100215,2025-07-16,C0287,Kinshasa,Électronique,Produit_Électronique_23,509.63,2,0.1,2.98,Paiement à la livraison,Instagram Ads,7.95,Livrée,917.33,412.8,401.87,2025-07,0,0,15,3489.54
CMD100216,2025-12-18,C0866,Abidjan,Beauté,Produit_Beauté_19,22.03,1,0.04,5.57,Carte,Google Ads,4.53,Livrée,21.15,9.52,-0.58,2025-12,0,0,1,21.15
CMD100217,2025-12-01,C0053,Lomé,Maison,Produit_Maison_10,171.49,3,0.01,5.14,Mobile Money,Google Ads,4.85,Livrée,509.33,229.2,219.21,2025-12,0,0,19,6682.01
CMD100218,2025-12-16,C0055,Douala,Électronique,Produit_Beauté_49,28.59,1,0.03,4.72,Carte,Influenceur,14.19,Livrée,27.73,12.48,-6.43,2025-12,0,0,14,3481.7
CMD100219,2025-09-10,C0219,Kinshasa,Électronique,Produit_Électronique_39,276.44,1,0.26,2.84,Carte,Instagram Ads,10.31,Livrée,204.57,92.06,78.91,2025-09,0,0,20,3765.01
CMD100220,2025-12-16,C0547,Brazzaville,Électronique,Produit_Électronique_45,266.23,2,0.06,5.67,Virement,Instagram Ads,8.88,Retournée,500.51,225.23,210.68,2025-12,1,0,1,500.51
CMD100221,2025-09-18,C0718,Libreville,Électronique,Produit_Électronique_37,411.72,1,0.14,2.71,Mobile Money,Instagram Ads,9.74,Retournée,354.08,159.34,146.89,2025-09,1,0,5,1037.21
CMD100222,2025-12-16,C0072,Kinshasa,Beauté,Produit_Beauté_6,46.06,1,0.08,2.46,Carte,Google Ads,4.3,Livrée,42.38,19.07,12.31,2025-12,0,0,20,3510.29
CMD100223,2025-11-13,C0214,Abidjan,Mode,Produit_Mode_24,12.92,3,0.14,5.91,Mobile Money,Email,0.71,Livrée,33.33,15.0,8.38,2025-11,0,0,21,7131.58
CMD100224,2025-09-18,C1590,Brazzaville,Mode,Produit_Mode_4,44.38,1,0.17,9.26,Carte,Google Ads,7.26,Livrée,36.84,16.58,0.06,2025-09,0,0,2,436.2
CMD100225,2025-08-09,C0316,Douala,Électronique,Produit_Électronique_18,507.94,2,0.05,8.35,Carte,Google Ads,6.95,Annulée,965.09,434.29,418.99,2025-08,0,1,15,1964.03
CMD100226,2025-10-22,C0994,Cotonou,Électronique,Produit_Électronique_18,445.25,2,0.04,6.09,Paiement à la livraison,Email,0.8,Livrée,854.88,384.7,377.81,2025-10,0,0,1,854.88
CMD100227,2025-08-25,C0233,Douala,Mode,Produit_Mode_34,39.56,3,0.16,5.81,Paiement à la livraison,Influenceur,16.91,Livrée,99.69,44.86,22.14,2025-08,0,0,13,2850.82
CMD100228,2025-12-18,C0112,Kinshasa,Maison,Produit_Maison_1,79.07,3,0.04,5.81,Carte,Influenceur,4.31,Livrée,227.72,102.47,92.35,2025-12,0,0,16,5830.57
CMD100229,2025-08-22,C0108,Dakar,Beauté,Produit_Beauté_19,18.64,2,0.06,6.23,Virement,Email,1.73,Livrée,35.04,15.77,7.81,2025-08,0,0,20,5690.27
CMD100230,2025-09-22,C0254,Brazzaville,Beauté,Produit_Beauté_9,24.01,1,0.01,8.77,Mobile Money,Google Ads,6.29,Livrée,23.77,10.7,-4.36,2025-09,0,0,16,3723.74
CMD100231,2025-10-06,C0117,Kinshasa,Mode,Produit_Mode_5,34.65,1,0.12,7.06,Virement,Google Ads,4.53,Livrée,30.49,13.72,2.13,2025-10,0,0,18,7327.3
CMD100232,2025-10-10,C0086,Dakar,Mode,Produit_Mode_5,45.86,2,0.25,4.36,Paiement à la livraison,Email,0.58,Livrée,68.79,30.96,26.02,2025-10,0,0,10,2320.52
CMD100233,2025-09-19,C0293,Abidjan,Électronique,Produit_Électronique_19,495.15,3,0.04,7.12,Paiement à la livraison,Influenceur,7.62,Livrée,1426.03,641.71,626.97,2025-09,0,0,20,5090.15
CMD100234,2025-07-30,C0166,Dakar,Maison,Produit_Maison_45,174.43,2,0.23,7.1,Paiement à la livraison,Instagram Ads,13.67,Livrée,268.62,120.88,100.11,2025-07,0,0,17,3432.4
CMD100235,2025-10-01,C0054,Douala,Mode,Produit_Mode_26,20.37,2,0.25,4.17,Carte,Google Ads,3.71,Livrée,30.56,13.75,5.87,2025-10,0,0,23,8460.0
CMD100236,2025-09-18,C0453,Abidjan,Mode,Produit_Mode_5,45.03,3,0.15,6.75,Mobile Money,Instagram Ads,6.03,Livrée,114.83,51.67,38.89,2025-09,0,0,2,173.32
CMD100237,2025-11-08,C1086,Douala,Maison,Produit_Maison_23,82.1,1,0.29,6.52,Virement,Instagram Ads,5.83,Livrée,58.29,26.23,13.88,2025-11,0,0,3,931.18
CMD100238,2025-12-13,C0483,Douala,Maison,Produit_Maison_13,44.82,3,0.1,2.03,Virement,Instagram Ads,9.94,Annulée,121.01,54.45,42.48,2025-12,0,1,2,51.01
CMD100239,2025-08-14,C1556,Dakar,Électronique,Produit_Électronique_12,257.31,1,0.12,5.8,Carte,Instagram Ads,6.3,Livrée,226.43,101.89,89.79,2025-08,0,0,2,226.43
CMD100240,2025-12-08,C0386,Brazzaville,Beauté,Produit_Beauté_44,24.97,3,0.04,2.42,Paiement à la livraison,Email,0.81,Livrée,71.91,32.36,29.13,2025-12,0,0,15,2407.39
CMD100241,2025-11-22,C1279,Abidjan,Maison,Produit_Maison_10,81.2,1,0.07,8.37,Virement,Email,1.8,Livrée,75.52,33.98,23.81,2025-11,0,0,1,75.52
CMD100242,2025-10-21,C0226,Kinshasa,Beauté,Produit_Beauté_38,30.38,2,0.1,2.68,Virement,Google Ads,5.34,Livrée,54.68,24.61,16.59,2025-10,0,0,15,3128.31
CMD100243,2025-07-15,C0037,Dakar,Électronique,Produit_Électronique_3,380.27,1,0.18,4.7,Paiement à la livraison,Instagram Ads,7.68,Livrée,311.82,140.32,127.94,2025-07,0,0,16,3109.25
CMD100244,2025-07-15,C0146,Kinshasa,Électronique,Produit_Électronique_40,373.84,3,0.28,5.18,Carte,Instagram Ads,7.67,Retournée,807.49,363.37,350.52,2025-07,1,0,17,5860.29
CMD100245,2025-11-30,C0236,Douala,Maison,Produit_Maison_29,14.45,2,0.08,4.94,Carte,Instagram Ads,13.57,Livrée,26.59,11.97,-6.54,2025-11,0,0,19,6392.08
CMD100246,2025-11-24,C0658,Abidjan,Électronique,Produit_Électronique_4,255.25,3,0.03,9.79,Mobile Money,Email,0.5,Livrée,742.78,334.25,323.96,2025-11,0,0,3,2032.2
CMD100247,2025-10-24,C0175,Kinshasa,Beauté,Produit_Beauté_33,14.76,2,0.06,7.68,Carte,Google Ads,3.76,Livrée,27.75,12.49,1.05,2025-10,0,0,15,4368.45
CMD100248,2025-12-13,C0126,Dakar,Maison,Produit_Maison_34,91.73,2,0.1,6.49,Paiement à la livraison,Email,1.3,Livrée,165.11,74.3,66.51,2025-12,0,0,14,5553.25
CMD100249,2025-11-11,C0745,Kinshasa,Maison,Produit_Maison_25,118.29,2,0.09,8.49,Virement,Instagram Ads,11.22,Livrée,215.29,96.88,77.17,2025-11,0,0,2,875.43
CMD100250,2025-10-13,C1390,Abidjan,Mode,Produit_Mode_5,22.45,1,0.13,7.52,Virement,Influenceur,15.04,Livrée,19.53,8.79,-13.77,2025-10,0,0,4,1293.22
CMD100251,2025-09-23,C0347,Douala,Maison,Produit_Maison_22,153.94,1,0.01,7.44,Mobile Money,Email,1.29,Livrée,152.4,68.58,59.85,2025-09,0,0,21,4812.77
CMD100252,2025-07-21,C0072,Abidjan,Électronique,Produit_Électronique_42,378.35,2,0.16,7.39,Virement,Instagram Ads,10.61,Livrée,635.63,286.03,268.03,2025-07,0,0,20,3510.29
CMD100253,2025-12-26,C0264,Brazzaville,Électronique,Produit_Électronique_20,564.74,2,0.1,7.69,Carte,Influenceur,19.92,Livrée,1016.53,457.44,429.83,2025-12,0,0,9,4106.7
CMD100254,2025-11-21,C0168,Douala,Maison,Produit_Maison_42,103.05,3,0.1,4.84,Carte,Instagram Ads,5.13,Livrée,278.24,125.21,115.24,2025-11,0,0,17,6482.04
CMD100255,2025-12-19,C0185,Abidjan,Beauté,Produit_Beauté_12,12.06,2,0.04,5.67,Virement,Influenceur,7.71,Retournée,23.16,10.42,-2.96,2025-12,1,0,14,1705.84
CMD100256,2025-08-24,C0392,Brazzaville,Beauté,Produit_Beauté_9,29.5,1,0.08,8.46,Mobile Money,Google Ads,7.02,Livrée,27.14,12.21,-3.27,2025-08,0,0,17,4904.2
CMD100257,2025-08-09,C0051,Douala,Électronique,Produit_Électronique_43,450.07,3,0.11,3.23,Carte,Instagram Ads,9.03,Livrée,1201.69,540.76,528.5,2025-08,0,0,20,11257.45
CMD100258,2025-09-25,C1265,Brazzaville,Maison,Produit_Maison_10,259.84,2,0.15,4.86,Paiement à la livraison,Instagram Ads,12.54,Livrée,441.73,198.78,181.38,2025-09,0,0,2,762.95
CMD100259,2025-08-11,C0354,Abidjan,Beauté,Produit_Beauté_47,13.29,1,0.21,6.05,Mobile Money,Instagram Ads,7.4,Livrée,10.5,4.72,-8.73,2025-08,0,0,16,5550.37
CMD100260,2025-10-21,C0186,Kinshasa,Électronique,Produit_Électronique_29,351.16,1,0.07,3.15,Mobile Money,Email,1.14,Livrée,326.58,146.96,142.67,2025-10,0,0,16,6063.01
CMD100261,2025-12-04,C0383,Libreville,Mode,Produit_Mode_35,50.29,2,0.15,6.73,Mobile Money,Influenceur,7.27,Livrée,85.49,38.47,24.47,2025-12,0,0,16,4276.43
CMD100262,2025-08-31,C0240,Abidjan,Électronique,Produit_Électronique_24,364.1,1,0.12,2.38,Mobile Money,Instagram Ads,13.79,Livrée,320.41,144.18,128.01,2025-08,0,0,23,5530.92
CMD100263,2025-12-21,C0902,Lomé,Maison,Produit_Maison_50,137.76,2,0.05,5.13,Virement,Google Ads,4.45,Livrée,261.74,117.78,108.2,2025-12,0,0,3,342.88
CMD100264,2025-10-06,C0214,Douala,Mode,Produit_Mode_17,30.25,2,0.29,2.01,Mobile Money,Instagram Ads,7.26,Livrée,42.96,19.33,10.06,2025-10,0,0,21,7131.58
CMD100265,2025-07-14,C1790,Brazzaville,Beauté,Produit_Beauté_46,26.07,2,0.06,8.54,Carte,Google Ads,6.05,Livrée,49.01,22.05,7.46,2025-07,0,0,4,262.86
CMD100266,2025-11-10,C0583,Abidjan,Mode,Produit_Mode_18,41.4,3,0.3,2.63,Mobile Money,Google Ads,5.95,Livrée,86.94,39.12,30.54,2025-11,0,0,2,151.31
CMD100267,2025-10-24,C0301,Dakar,Mode,Produit_Mode_15,27.64,3,0.18,9.59,Carte,Instagram Ads,7.69,Livrée,67.99,30.6,13.32,2025-10,0,0,14,3593.92
CMD100268,2025-10-24,C1905,Kinshasa,Mode,Produit_Mode_26,61.85,3,0.14,5.69,Carte,Email,1.74,Retournée,159.57,71.81,64.38,2025-10,1,0,3,1026.98
CMD100269,2025-11-06,C0197,Dakar,Maison,Produit_Maison_15,132.47,3,0.03,7.32,Virement,Influenceur,7.41,Livrée,385.49,173.47,158.74,2025-11,0,0,17,5633.9
CMD100270,2025-07-08,C0050,Kinshasa,Électronique,Produit_Électronique_10,488.48,1,0.05,5.07,Virement,Influenceur,15.75,Livrée,464.06,208.83,188.01,2025-07,0,0,19,2867.82
CMD100271,2025-08-05,C0241,Cotonou,Électronique,Produit_Électronique_49,536.94,2,0.1,6.37,Mobile Money,Google Ads,6.52,Livrée,966.49,434.92,422.03,2025-08,0,0,17,5483.64
